Team,Rk,Player,G,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,TRB,AST,STL,BLK,TOV,PF,PTS
Tennessee,7,Jordan Bone,23,19.6,2.7,7.1,0.372,2,5.1,0.398,0.6,2,0.304,1.3,1.7,0.769,1.7,2.9,0.5,0,1.4,1.3,7.2
Tennessee,8,Shembari Phillips,31,20.8,1.9,4.9,0.384,1.3,3.3,0.388,0.6,1.5,0.375,1.9,2.4,0.773,3.1,1.7,0.6,0.1,1.4,2.4,6.2
Tennessee,9,John Fulkerson,10,16,1.7,3,0.567,1.7,3,0.567,0,0,,1.3,2,0.65,4.6,1,1.1,0.9,0.8,2.3,4.7
Tennessee,10,Lew Evans,32,14.8,0.9,2.7,0.345,0.5,1.3,0.395,0.4,1.4,0.295,1.2,1.7,0.685,2.8,0.9,0.3,0.2,0.8,2.3,3.4
Tennessee,11,Kyle Alexander,32,14,1.3,2.8,0.466,1.3,2.6,0.488,0,0.2,0.167,0.7,1.4,0.5,4,0.2,0.2,1,0.5,1.7,3.3
Tennessee,12,Brad Woodson,5,2.8,0.4,1.4,0.286,0.2,0.6,0.333,0.2,0.8,0.25,0.4,0.4,1,0,0.2,0.2,0.2,0,0.2,1.4
Tennessee,13,Lucas Campbell,3,1.7,0,0,,0,0,,0,0,,1.3,2,0.667,0,0,0,0,0,0,1.3
Tennessee,14,Kwe Parker,25,8.1,0.4,1.2,0.323,0.3,0.7,0.389,0.1,0.5,0.231,0,0.3,0.125,0.8,0.9,0.2,0.1,0.9,1.2,1
Auburn,1,Mustapha Heron,32,28.2,4.8,10.8,0.442,3.4,7.5,0.45,1.4,3.3,0.423,4.3,5.6,0.77,6.1,1.3,0.8,0.2,2.4,2.7,15.2
Auburn,2,Danjel Purifoy,29,28.7,3.3,8.4,0.398,1.3,2.9,0.452,2,5.5,0.369,2.8,3.1,0.879,4.7,1.8,1.4,0.2,1.6,2.2,11.5
Auburn,3,Jared Harper,32,24.2,3.3,8.4,0.385,1.6,3.5,0.442,1.7,4.9,0.344,3.2,4.6,0.705,1.9,3,1.2,0.1,1.5,1.8,11.4
Auburn,4,Austin Wiley,23,18,3.2,5.4,0.584,3.2,5.4,0.584,0,0,,2.4,5,0.491,4.7,0.2,0.2,1.3,1.8,2.6,8.8
Auburn,5,T.J. Dunans,31,24.3,3.4,8.7,0.387,2.9,6.4,0.452,0.5,2.3,0.208,0.9,1.7,0.547,3.5,2.5,1,0.7,2.3,2.1,8.2
Auburn,6,Ronnie Johnson,32,16.4,2.8,6.6,0.433,2.1,4.5,0.458,0.8,2.1,0.379,1.3,1.9,0.717,1.8,2.3,0.7,0,1.2,1,7.8
Auburn,7,Bryce Brown,28,21.1,2.4,6.8,0.36,0.4,1.8,0.245,2,5,0.4,0.6,1,0.667,2,1.3,0.9,0.2,0.9,1.8,7.5
Auburn,8,Anfernee McLemore,32,15.1,2.2,3.2,0.683,2.1,3.1,0.68,0,0,1,1.1,1.8,0.603,4.5,0.1,0.4,1.2,0.9,2.4,5.4
Auburn,9,Horace Spencer,19,16.3,1.9,3.5,0.561,1.9,3.4,0.569,0,0.1,0,0.9,1.9,0.5,3.4,0.5,0.7,1.5,0.9,3.1,4.8
Auburn,10,TJ Lang,29,16.4,1.2,3,0.398,0.2,0.4,0.417,1,2.6,0.395,0.9,1.3,0.667,1.8,0.5,0.3,0.1,0.6,1.9,4.3
Auburn,11,LaRon Smith,24,12,1,1.9,0.533,1,1.9,0.533,0,0,,0.6,1.2,0.517,2.4,0.3,0.3,1,0.7,2.3,2.6
Auburn,12,Will Macoy,4,2,0.8,1.5,0.5,0.3,0.3,1,0.5,1.3,0.4,0,0,,0.3,0,0.3,0,0,0,2
Auburn,13,Patrick Keim,5,1.8,0.2,0.6,0.333,0,0.2,0,0.2,0.4,0.5,0.2,0.4,0.5,0.6,0.2,0,0,0.2,0,0.8
Auburn,14,Devin Waddell,10,7.5,0.2,0.6,0.333,0,0.2,0,0.2,0.4,0.5,0.1,0.3,0.333,0.6,0.3,0,0,0.3,0.6,0.7
Auburn,15,Cole Blackstock,3,1.7,0,0,,0,0,,0,0,,0,0,,0.7,0,0,0,0,0.7,0
Auburn,16,Mike Cohen,2,2,0,0,,0,0,,0,0,,0,0,,0,0.5,0,0,0,0,0
Auburn,17,Trey Tate,2,2,0,0.5,0,0,0,,0,0.5,0,0,0,,0,0,0,0,0,0.5,0
Mississippi State,1,Quinndary Weatherspoon,29,31.9,6,12.7,0.469,4.3,8.4,0.519,1.6,4.3,0.373,2.9,3.8,0.766,5.1,1.8,1.7,0.3,2.2,2.3,16.5
Mississippi State,2,Lamar Peters,30,24.6,3.4,8.9,0.387,1.5,3.5,0.419,2,5.4,0.366,1.9,2.5,0.747,2.3,3.4,1.1,0.2,2.3,2.7,10.7
Mississippi State,3,Mario Kegler,32,28.2,3.3,7.9,0.421,2.1,4.3,0.485,1.3,3.6,0.345,1.8,2.8,0.659,5.5,1.2,0.7,0.3,1.9,2.4,9.7
Mississippi State,4,Aric Holman,32,23.3,3.3,6.6,0.498,2.9,5.1,0.574,0.4,1.5,0.245,1.5,2.3,0.653,6,0.6,0.7,2,1.7,2.5,8.5
Mississippi State,5,I.J. Ready,28,28.6,2.8,6.7,0.42,2.4,5.1,0.472,0.4,1.6,0.25,1.8,2.1,0.862,2.7,4.5,1.6,0,1.9,1.3,7.8
Mississippi State,6,Tyson Carter,32,20.2,2.6,6.6,0.398,1.3,2.8,0.449,1.4,3.8,0.361,0.8,1,0.818,1.7,0.7,0.7,0.1,0.4,1.4,7.5
Mississippi State,7,Xavian Stapleton,23,16.7,2.5,5.6,0.453,1.7,3.2,0.541,0.8,2.3,0.333,1.2,1.9,0.636,2.9,0.3,1,0.4,0.9,2.9,7
Mississippi State,8,Schnider Herard,32,18.6,1.8,3.2,0.549,1.8,3.2,0.549,0,0,,1.6,3.2,0.495,5,0.2,0.1,0.3,1.5,2.1,5.1
Mississippi State,9,Eli Wright,30,13.1,1.2,2.3,0.529,0.8,1.4,0.61,0.4,0.9,0.407,0.7,1,0.71,1.6,0.2,0.4,0.1,0.5,1.7,3.5
Mississippi State,10,Drew Davis,6,2,0.7,1.3,0.5,0.2,0.7,0.25,0.5,0.7,0.75,0,0,,0.2,0.3,0.2,0,0.3,0,1.8
Mississippi State,11,E.J. Datcher,31,7.4,0.4,1,0.406,0.4,1,0.406,0,0,,0.2,0.3,0.556,1.5,0,0.2,0.6,0.3,1.9,1
Mississippi State,12,L.J. Singleton,7,3.9,0.3,1,0.286,0.1,0.4,0.333,0.1,0.6,0.25,0,0,,0.6,0.3,0.1,0.1,0.1,0.4,0.7
Mississippi State,13,Joe Strugg,6,2.5,0.2,0.7,0.25,0,0.2,0,0.2,0.5,0.333,0,0,,0.5,0,0,0,0.7,0.3,0.5
Mississippi State,14,Miles Washington,6,2.2,0.2,0.5,0.333,0.2,0.3,0.5,0,0.2,0,0,0,,0,0,0,0.2,0,0.5,0.3
LSU,1,Antonio Blakeney,31,32.8,6.3,13.7,0.458,4.5,8.9,0.511,1.7,4.8,0.358,3,4.1,0.724,4.8,1.7,0.7,0.1,2.1,1.6,17.2
LSU,2,Duop Reath,31,27.7,5.1,9.9,0.51,4.7,8.8,0.535,0.4,1.1,0.314,1.5,2.5,0.603,6.2,0.8,0.5,1.5,2.1,3.4,12
LSU,3,Brandon Sampson,31,27.5,3.9,8.2,0.472,2.6,4.5,0.583,1.3,3.7,0.339,2.5,3.2,0.78,3.1,1.4,0.6,0.5,2,1.8,11.5
LSU,4,Craig Victor,8,25.3,4,9.9,0.405,4,9.6,0.416,0,0.3,0,2.5,3.8,0.667,7.6,1,1.3,0.6,1.5,2.8,10.5
LSU,5,Skylar Mays,31,22.9,2.7,6.5,0.414,2,4.5,0.453,0.7,2.1,0.328,2.2,2.7,0.812,2.2,3.6,1.3,0.1,2.2,1.8,8.3
LSU,6,Wayde Sims,31,19,2.5,4.9,0.503,2,3.8,0.529,0.5,1.1,0.412,1,1.4,0.744,3.8,0.5,0.7,0.5,1,1.7,6.5
LSU,7,Aaron Epps,30,17.2,2.4,4.8,0.493,1.9,3.7,0.509,0.5,1.1,0.438,1,1.4,0.674,4.4,0.4,0.2,0.4,1.4,2.8,6.2
LSU,8,Jalyn Patterson,31,22.2,2.1,5.5,0.38,1.2,2.3,0.507,0.9,3.2,0.29,0.6,1,0.625,3,3,1.2,0.1,1.7,1.3,5.8
LSU,9,Elbert Robinson,22,6.4,0.8,1.3,0.607,0.8,1.3,0.607,0,0,,0.5,1.3,0.414,1.4,0.3,0.1,0.3,0.9,1.8,2.1
LSU,10,Brandon Eddlestone,12,8.3,0.6,1.2,0.5,0.4,0.8,0.5,0.2,0.3,0.5,0.2,0.3,0.5,2.2,0.1,0,0.1,0.3,1,1.5
LSU,11,Branden Jenkins,19,8,0.4,2.1,0.2,0.2,1.4,0.148,0.2,0.7,0.308,0.2,0.6,0.364,0.6,0.6,0.3,0.1,0.4,0.9,1.3
LSU,12,Kieran Hayward,26,8.2,0.4,1.7,0.222,0,0.5,0.071,0.3,1.2,0.29,0.1,0.2,0.6,1.1,0.3,0.2,0.1,0.2,1.2,1.2
LSU,13,Brian Bridgewater,23,4.5,0.4,0.9,0.476,0.4,0.9,0.476,0,0,,0.3,0.3,0.857,0.8,0.1,0.1,0,0.3,0.9,1.1
LSU,14,Marshall Graves,15,3.2,0.1,0.6,0.111,0.1,0.2,0.333,0,0.4,0,0.1,0.2,0.667,0.3,0.2,0.1,0,0.2,0.5,0.3
LSU,15,Reed Vial,6,1.2,0,0,,0,0,,0,0,,0.2,0.3,0.5,0.2,0,0,0,0.2,0,0.2
Missouri,1,Jordan Barnett,23,27.4,4.4,10,0.437,2.8,4.8,0.586,1.6,5.2,0.3,1.9,2.4,0.782,5.7,0.6,0.6,0.4,1.3,2,12.2
Missouri,2,Kevin Puryear,32,29.6,4.1,10.1,0.409,3.5,8.2,0.429,0.6,1.9,0.323,2.9,3.9,0.736,6,0.9,0.4,0.3,1.8,2.4,11.8
Missouri,3,Terrence Phillips,32,28.3,3.1,8.6,0.365,1.5,3.9,0.376,1.7,4.7,0.356,2.5,3.2,0.794,3.7,4.4,1.4,0.1,2.5,3.6,10.4
Missouri,4,Frankie Hughes,30,19.3,2.6,8.7,0.296,1.1,3.1,0.348,1.5,5.6,0.268,1,1.8,0.566,2.6,1.2,0.6,0.1,1.3,1.5,7.6
Missouri,5,Jordan Geist,32,22.1,2.1,5.7,0.363,1.4,3.3,0.419,0.7,2.4,0.286,2.2,2.9,0.755,2.9,2,0.7,0,1.2,1.7,7
Missouri,6,K.J. Walton,32,19,2.2,5.5,0.394,2,4.8,0.421,0.2,0.7,0.217,2.2,3.6,0.603,3.3,1,1.2,0,1.2,1.7,6.7
Missouri,7,Russell Woods,32,22.2,2.3,4.7,0.483,2.3,4.7,0.483,0,0,,2.1,3.6,0.588,4.3,0.4,0.3,0.2,1.1,3.3,6.7
Missouri,8,Willie Jackson,11,16.9,2.6,4.8,0.547,2.6,4.7,0.558,0,0.1,0,0.6,0.9,0.7,4.6,0.4,0.3,0.5,1.2,1.6,5.9
Missouri,9,Cullen VanLeer,32,23.7,1.8,5,0.363,0.4,0.9,0.5,1.4,4.1,0.333,0.6,0.8,0.833,1.8,1.3,0.7,0.3,0.8,2.1,5.6
Missouri,10,Reed Nikko,27,10.9,1,2,0.509,1,2,0.509,0,0,,0.5,0.9,0.52,2.3,0.4,0.3,0.7,0.4,1.8,2.6
Missouri,11,Mitchell Smith,11,7.5,0.9,1.5,0.588,0.9,1.5,0.588,0,0,,0.5,1.3,0.429,1.7,0.2,0.3,0.4,0.6,1.5,2.4
Missouri,12,Adam Wolf,10,2.2,0.1,0.5,0.2,0.1,0.3,0.333,0,0.2,0,0,0,,0.3,0,0.1,0,0,0.3,0.2
Missouri,13,Trevor Glassman,7,1.9,0,0.9,0,0,0.1,0,0,0.7,0,0,0,,0.7,0.1,0.3,0,0.3,0.1,0
Missouri,14,Jakoby Kemp,1,0,0,0,,0,0,,0,0,,0,0,,0,0,0,0,0,0,0
Missouri,15,Brett Rau,5,1.4,0,0.2,0,0,0.2,0,0,0,,0,0,,0.4,0,0.2,0,0.2,0,0
Arizona,1,Allonzo Trier,18,31.9,5.1,11,0.46,3.2,6.2,0.514,1.9,4.8,0.391,5.2,6.4,0.81,5.3,2.7,0.4,0.1,1.7,1.8,17.2
Arizona,2,Lauri Markkanen,37,30.8,5,10.2,0.492,3.1,5.8,0.545,1.9,4.4,0.423,3.7,4.4,0.835,7.2,0.9,0.4,0.5,1.1,2,15.6
Arizona,3,Rawle Alkins,37,28,3.9,8.4,0.463,2.7,5.1,0.521,1.2,3.2,0.37,2,2.7,0.733,4.9,2.1,0.9,0.5,1.8,2.2,10.9
Arizona,4,Dusan Ristic,36,22.8,4.6,8.2,0.556,4.5,8.1,0.556,0,0.1,0.5,1.7,2.3,0.765,5.5,0.4,0.3,0.4,1.1,2.1,10.9
Arizona,5,Kadeem Allen,34,30,3.1,6.9,0.453,2.2,4.7,0.466,0.9,2.2,0.427,2.5,3.4,0.741,4,3,1.6,0.6,1.9,2.4,9.8
Arizona,6,Kobi Simmons,37,23.5,3,7.6,0.397,2.2,5,0.435,0.9,2.6,0.327,1.9,2.4,0.775,1.6,2,0.6,0.1,1.2,1.9,8.8
Arizona,7,Chance Comanche,37,18.1,2.4,4.2,0.571,2.4,4.2,0.571,0,0,,1.5,2,0.73,3.6,0.4,0.1,0.4,1,2.2,6.3
Arizona,8,Parker Jackson-Cartwright,31,24.9,1.8,4.3,0.429,0.9,2,0.435,1,2.3,0.423,1.2,1.7,0.704,2.5,4.1,1.2,0.1,1.3,1.8,5.9
Arizona,9,Keanu Pinder,35,12,0.8,1.5,0.528,0.8,1.4,0.551,0,0.1,0.25,0.5,0.9,0.576,2.9,0.3,0.5,0.6,0.8,2,2.2
Arizona,10,Kory Jones,4,1.8,0.3,0.3,1,0,0,,0.3,0.3,1,0,0,,0,0,0,0.3,0,0,0.8
Arizona,11,Jake Desjardins,6,2,0,0.3,0,0,0.3,0,0,0,,0.3,0.3,1,0.2,0,0,0,0.3,0.5,0.3
Arizona,12,Paulo Cruz,8,2.5,0,0.5,0,0,0.3,0,0,0.3,0,0,0,,0.4,0,0,0,0.5,0.3,0
Arizona,13,Tyler Trillo,8,3.9,0,0.4,0,0,0,,0,0.4,0,0,0,,0,0.5,0,0,0.1,0.1,0
Oregon,1,Dillon Brooks,35,25.3,5.9,12.1,0.488,4.3,8,0.532,1.6,4.1,0.401,2.7,3.6,0.754,3.2,2.7,1.1,0.5,2.1,2.8,16.1
Oregon,2,Tyler Dorsey,39,30,4.8,10.4,0.467,2.6,5.1,0.513,2.3,5.3,0.423,2.7,3.6,0.755,3.5,1.7,0.8,0.1,1.5,1.5,14.6
Oregon,3,Chris Boucher,31,23.6,4.5,8.7,0.524,3.4,5.4,0.633,1.2,3.3,0.35,1.5,2.7,0.565,6.1,0.4,0.4,2.5,1,2.7,11.8
Oregon,4,Jordan Bell,39,28.8,4.4,6.9,0.636,4.3,6.5,0.659,0.1,0.4,0.214,2.1,3,0.701,8.8,1.8,1.3,2.2,1.9,1.8,10.9
Oregon,5,Dylan Ennis,39,31.7,3.7,8.6,0.429,2.3,4.8,0.484,1.4,3.8,0.358,2.2,2.9,0.737,4.4,3.1,1.1,0.4,1.8,1.7,10.9
Oregon,6,Payton Pritchard,39,28.3,2.5,6.3,0.396,1.2,2.6,0.461,1.3,3.7,0.35,1.2,1.6,0.73,3.4,3.6,1.2,0.1,1.4,2.2,7.4
Oregon,7,Casey Benson,39,20.9,1.6,3.6,0.436,0.7,1.6,0.475,0.8,2,0.405,0.9,1.2,0.771,1.7,1.9,0.6,0,0.9,1.3,4.9
Oregon,8,Roman Sorkin,23,8,1,2.3,0.453,0.6,1.4,0.438,0.4,0.9,0.476,0.7,0.7,0.938,1.9,0.5,0,0.3,0.3,0.9,3.2
Oregon,9,Kavell Bigby-Williams,37,9.8,0.9,2.1,0.455,0.9,2.1,0.455,0,0,,1.1,1.8,0.621,2.8,0.2,0.1,0.7,0.6,1.5,3
Oregon,10,Keith Smith,28,6.3,0.8,1.7,0.438,0.6,1.1,0.581,0.1,0.6,0.176,0.3,0.5,0.538,0.9,0.6,0.3,0.2,0.4,1,1.9
Oregon,11,Evan Gross,2,2,0.5,0.5,1,0,0,,0.5,0.5,1,0,0,,0.5,0,0,0,0.5,0,1.5
Oregon,12,Charlie Noebel,14,2.2,0.1,0.4,0.2,0,0.1,0,0.1,0.3,0.25,0,0,,0.3,0,0.1,0,0.1,0.2,0.2
UCLA,1,TJ Leaf,35,29.9,6.7,10.9,0.617,5.9,9.2,0.644,0.8,1.7,0.466,2.1,3,0.679,8.2,2.4,0.6,1.1,1.5,2.5,16.3
UCLA,2,Bryce Alford,36,33,4.8,10.8,0.447,1.6,3.3,0.487,3.2,7.5,0.43,2.7,3.3,0.821,2.5,2.6,0.5,0.1,1,1.4,15.5
UCLA,3,Lonzo Ball,36,35.1,5.3,9.5,0.551,3,4.1,0.732,2.2,5.4,0.412,1.8,2.7,0.673,6,7.6,1.8,0.8,2.5,1.8,14.6
UCLA,4,Isaac Hamilton,36,30,5.4,11.8,0.453,3.3,6.2,0.531,2.1,5.6,0.366,1.3,1.6,0.825,3.6,2.8,0.7,0.2,2,1.8,14.1
UCLA,5,Aaron Holiday,36,26.4,4.2,8.6,0.485,2.7,5,0.539,1.5,3.6,0.411,2.4,3.1,0.793,2.9,4.4,1.1,0.2,2.4,2.3,12.3
UCLA,6,Thomas Welsh,32,25.1,4.7,8.1,0.585,4.7,8,0.584,0,0,1,1.3,1.5,0.894,8.7,1,0.3,1.3,0.4,2.5,10.8
UCLA,7,Ike Anigbogu,29,13,2,3.5,0.564,2,3.5,0.564,0,0,,0.8,1.5,0.535,4,0.2,0.2,1.2,0.8,2.5,4.7
UCLA,8,Gyorgy Goloman,35,11.5,1.5,2.7,0.581,1.5,2.4,0.639,0,0.3,0.1,0.6,0.9,0.636,2.4,0.7,0.6,0.8,0.7,2,3.7
UCLA,9,Armani Dodson,1,2,1,1,1,1,1,1,0,0,,0,0,,1,0,0,0,0,0,2
UCLA,10,Isaac Wulff,5,1.8,0.4,0.4,1,0.4,0.4,1,0,0,,0.2,0.4,0.5,0.4,0,0,0,0,0.2,1
UCLA,11,Jerrold Smith,12,2.1,0.3,0.9,0.273,0.3,0.8,0.333,0,0.2,0,0.1,0.2,0.5,0,0.1,0.2,0,0.2,0.4,0.6
UCLA,12,Alec Wulff,11,2,0.2,0.5,0.333,0,0,,0.2,0.5,0.333,0,0,,0.1,0.1,0.1,0,0,0.2,0.5
UCLA,13,Ikenna Okwarabizie,12,2.6,0,0.2,0,0,0.2,0,0,0,,0.2,0.5,0.333,0.6,0,0.1,0,0.3,0.3,0.2
Utah,1,Kyle Kuzma,29,30.8,6.3,12.4,0.504,5.3,9.6,0.56,0.9,2.9,0.321,2.9,4.4,0.669,9.3,2.4,0.6,0.5,2.1,1.6,16.4
Utah,2,David Collette,22,25.4,5.6,9.4,0.599,5.5,9.3,0.598,0.1,0.1,0.667,2.3,3.6,0.625,5.1,1,0.8,0.9,1.5,3.3,13.6
Utah,3,Lorenzo Bonam,32,29.8,4.5,7.8,0.574,3.6,5.1,0.695,0.9,2.7,0.345,2.6,3.3,0.798,3.1,3.1,1.4,0.3,2.2,1.8,12.5
Utah,4,Devon Daniels,29,26.9,3.9,6.8,0.571,3.4,5.6,0.607,0.5,1.2,0.4,1.6,2.2,0.708,4.6,2.7,0.9,0.4,2,2.2,9.9
Utah,5,Sedrick Barefield,24,22.6,2.9,7,0.417,1.5,3.5,0.44,1.4,3.5,0.393,1.8,2.4,0.737,1.8,2,0.8,0,1.8,1.8,9
Utah,6,JoJo Zamora,32,20,2.5,5.5,0.455,1.5,2.7,0.552,1,2.8,0.36,0.9,1.2,0.811,1.4,1.1,0.6,0.3,1.2,1.4,6.9
Utah,7,Tyler Rawson,32,19.5,2,4.6,0.445,1.4,2.6,0.561,0.6,2,0.297,1.3,2,0.683,3.7,1.9,0.6,0.5,1.3,2.1,6
Utah,8,Parker Van Dyke,31,17.3,1.7,4.4,0.397,0.8,1.6,0.48,1,2.8,0.349,0.2,0.4,0.462,1.9,1.3,0.5,0.1,0.4,0.9,4.6
Utah,9,Jayce Johnson,32,12.3,1.6,2.9,0.565,1.6,2.9,0.565,0,0,,0.7,1.7,0.434,4.3,0.1,0.1,0.6,0.9,2.1,4
Utah,10,Gabe Bealer,28,12.1,1.3,3,0.429,0.5,1,0.536,0.8,2,0.375,0.3,0.4,0.75,1.8,0.5,0.3,0.1,0.6,0.8,3.6
Utah,11,Jake Connor,14,5.4,0.6,1.4,0.474,0.1,0.1,1,0.5,1.2,0.412,0,0.1,0,0.3,0.4,0.2,0,0.2,0.6,1.8
Utah,12,Jakub Jokl,12,3.8,0.3,0.6,0.571,0.3,0.6,0.571,0,0,,0.4,0.7,0.625,1.3,0.1,0,0.3,0.3,1.2,1.1
Utah,13,Marc Reininger,11,2.9,0.2,0.4,0.5,0.2,0.4,0.5,0,0,,0,0,,0.4,0,0,0.1,0.4,0.3,0.4
Utah,14,Beau Rydalch,10,3.4,0.1,0.7,0.143,0.1,0.3,0.333,0,0.4,0,0.2,0.2,1,0.8,0.1,0.1,0,0.3,0.2,0.4
USC,1,Bennie Boatwright,19,27.6,4.5,10.6,0.428,2.1,3.8,0.542,2.5,6.8,0.364,3.6,3.9,0.907,4.5,1.7,0.4,0.4,1.6,2.1,15.1
USC,2,Chimezie Metu,36,31.3,5.6,10.2,0.552,5.6,10.1,0.552,0,0.1,0.5,3.6,4.8,0.741,7.8,1.4,0.8,1.5,2.1,2.5,14.8
USC,3,Jordan McLaughlin,36,34.1,4.5,9.8,0.459,3.2,6.6,0.487,1.3,3.3,0.402,2.6,3.3,0.798,3.6,5.5,1.5,0.1,2.2,1,12.9
USC,4,Elijah Stewart,36,29.8,4.3,9.9,0.431,2.1,4.3,0.49,2.2,5.6,0.386,1.6,2.3,0.704,3.9,1.2,0.8,1.2,1,2.6,12.3
USC,5,De'Anthony Melton,36,27,2.8,6.4,0.437,2.2,4.4,0.51,0.6,2.1,0.284,2.1,3,0.706,4.7,3.5,1.9,1,1.8,2.3,8.3
USC,6,Shaqquan Aaron,36,20.8,2.5,6.4,0.392,1.5,3.4,0.443,1,3.1,0.336,1.5,2.1,0.72,3.1,1.1,0.4,0.2,1,1.3,7.6
USC,7,Jonah Mathews,35,20.4,2.4,6.4,0.372,1.2,2.7,0.427,1.2,3.6,0.331,1,1.5,0.692,1.8,1.1,0.9,0.1,0.6,1.3,7
USC,8,Nick Rakocevic,36,14.9,1.9,3.3,0.563,1.9,3.3,0.563,0,0,,1.5,2.2,0.671,3.7,0.4,0.3,0.6,0.9,2.5,5.2
USC,9,Charles Buggs,24,8.9,0.9,1.5,0.583,0.6,0.9,0.636,0.3,0.6,0.5,0.3,0.4,0.778,1.8,0.2,0.3,0.4,0.4,1.6,2.3
USC,10,Harrison Henderson,13,3.8,0.4,1.1,0.357,0.2,0.7,0.333,0.2,0.4,0.4,0.4,0.9,0.417,0.9,0.2,0.2,0.3,0.2,0.4,1.3
USC,11,Kurt Karis,13,1.8,0.2,0.2,0.667,0.2,0.2,0.667,0,0,,0.2,0.2,1,0.1,0,0,0,0.2,0.4,0.5
USC,12,Samer Dhillon,7,1.3,0.1,0.4,0.333,0,0.1,0,0.1,0.3,0.5,0,0,,0.3,0,0,0,0,0,0.4
USC,13,Devin Fleming,4,1.5,0,0.3,0,0,0.3,0,0,0,,0,0,,0.5,0,0.3,0,0,0,0
California,1,Jabari Bird,27,32,5.2,11.8,0.439,2.8,5.2,0.536,2.4,6.6,0.363,1.6,2,0.764,4.7,1,0.7,0.2,1.9,1.9,14.3
California,2,Ivan Rabb,31,32.6,4.9,10.1,0.484,4.6,9.4,0.49,0.3,0.6,0.4,4,6,0.663,10.5,1.5,0.7,1,2.2,3.1,14
California,3,Charlie Moore,34,28.8,4,10.3,0.39,2.7,6.5,0.412,1.3,3.8,0.352,2.9,3.9,0.756,2,3.5,1.1,0,2.9,2.6,12.2
California,4,Grant Mullins,32,31.3,3.3,7.9,0.421,1.1,2.7,0.402,2.2,5.2,0.43,1.4,1.8,0.804,3.2,2,0.9,0.1,1.2,1.8,10.3
California,5,Kameron Rooks,24,17.1,1.7,3.1,0.547,1.7,3.1,0.547,0,0,,1.5,2.5,0.6,4.5,0.3,0.2,0.9,0.8,2.5,4.9
California,6,Don Coleman,27,11.4,1.6,4.1,0.375,1.4,3.4,0.413,0.1,0.7,0.2,1.3,2.1,0.614,1.5,0.6,0.1,0,1,1.6,4.6
California,7,Kingsley Okoroh,34,21.2,1.9,3.7,0.504,1.9,3.7,0.504,0,0,,0.9,1.6,0.536,5.5,0.9,0.4,2.2,1.2,2.6,4.6
California,8,Sam Singer,34,20.1,1.9,4.2,0.438,1.6,3.1,0.5,0.3,1.1,0.263,0.5,1.1,0.432,2.9,2,0.7,0.1,1.1,1.8,4.5
California,9,Roger Moute a Bidias,30,11.9,0.7,2.4,0.31,0.4,1.2,0.361,0.3,1.2,0.257,1,1.2,0.861,1.8,0.3,0.2,0.1,0.6,1.3,2.8
California,10,Stephen Domingo,31,13.5,0.7,3.4,0.217,0.3,1.1,0.286,0.4,2.3,0.183,0.5,1.1,0.455,2.1,0.6,0.3,0.4,0.2,1.6,2.4
California,11,Cole Welle,12,4.2,0.9,1.7,0.55,0.9,1.5,0.611,0,0.2,0,0,0.3,0,1.6,0,0.1,0.1,0,0.8,1.8
California,12,Roman Davis,14,3.4,0.5,1.2,0.412,0.5,1.1,0.438,0,0.1,0,0.1,0.4,0.2,0.8,0,0,0,0.1,0.6,1.1
California,13,Nick Hamilton,10,3.6,0.1,0.6,0.167,0,0.1,0,0.1,0.5,0.2,0.1,0.2,0.5,0.4,0.2,0,0,0.1,0.4,0.4
California,14,Koko Kurdoghlian,5,1.8,0,0.2,0,0,0.2,0,0,0,,0.2,0.4,0.5,0,0,0,0,0,0.2,0.2
Colorado,1,Derrick White,34,32.8,6,11.9,0.507,4.4,7.6,0.569,1.7,4.2,0.396,4.4,5.4,0.813,4.1,4.4,1.2,1.4,2.4,2.1,18.1
Colorado,2,Xavier Johnson,32,28,5.1,10.5,0.49,3.9,7.3,0.536,1.2,3.2,0.382,3.3,4.9,0.675,5.9,1,0.5,0.3,1.5,2.6,14.8
Colorado,3,George King,34,27.7,4.1,8.9,0.46,2.7,5.2,0.52,1.4,3.7,0.376,1.6,2.3,0.671,6.8,0.7,0.5,0.2,1.7,2.1,11.1
Colorado,4,Wesley Gordon,32,24.6,2.5,4.8,0.513,2.4,4.6,0.52,0.1,0.2,0.333,1.8,2.6,0.667,6.3,1.9,0.5,1.5,1.3,2.7,6.8
Colorado,5,Dominique Collier,25,18.5,1.8,5.2,0.338,0.7,2.1,0.346,1,3.1,0.333,1.5,2,0.74,1.1,1.6,1,0.1,1.1,1.8,6
Colorado,6,Josh Fortune,34,20.3,1.9,5.2,0.354,0.9,2.2,0.421,0.9,3,0.304,1.4,1.6,0.857,3,1.5,0.4,0.3,1.3,1.6,6
Colorado,7,Tory Miller,32,15.8,2.3,4.3,0.537,2.3,4.2,0.541,0,0.1,0.333,1,1.9,0.532,4,0.5,0.3,0.2,0.8,2.5,5.6
Colorado,8,Bryce Peters,24,15.8,1.7,4.3,0.392,1.1,2.6,0.429,0.5,1.6,0.333,0.8,1.5,0.556,1.4,1,0.4,0,0.7,1.5,4.7
