Team,First_name,Last_name,GP,GS,MPG,USG_P,OFF_RTG,DEF_RTG,TS_P,EFG_P,FT_RATE,3FG_TEND,OFF_REB_P,DEF_REB_P,REB_P,AST_P,STL_P,BLK_P,TO_P
Pittsburgh,"2 Artis, Jamel G",f,32,31,34.3,27,113.2,112.8,0.603,0.564,38.3,45.8,4.4,11.8,7.6,0.228,0.007,0.008,0.147
Pittsburgh,"3 Smith, Zach G",f,8,0,1.9,21,-,116.7,0,0,0,100,8,7.5,7.1,0.000,0.000,0.000,0.167
Pittsburgh,"4 Milligan, Jonathan G",f,27,1,8.4,18.4,86.3,117.5,0.443,0.413,12.7,79.4,1.1,3,1.9,0.126,0.003,0.005,0.163
Pittsburgh,"5 Johnson, Cameron G",f,33,33,33.3,16.9,121.2,110,0.619,0.585,26.1,66.2,2.5,12.8,7.2,0.144,0.017,0.010,0.107
Pittsburgh,"6 Jeter, Sheldon F",f,33,33,28.9,16.6,107.2,105.6,0.53,0.489,32.6,34.4,10,18.8,13.4,0.112,0.019,0.036,0.165
Pittsburgh,"7 Luther, Ryan F",f,21,2,19.3,16.4,103.4,109.3,0.639,0.596,46.2,28.2,7.4,15.7,10.8,0.074,0.007,0.036,0.260
Pittsburgh,"8 Manigault, Corey F",f,18,0,4.4,15.4,87,112.8,0.319,0.25,40,15,7.5,14,10,0.046,0.000,0.013,0.000
Pittsburgh,"9 Nix, Rozelle C",f,20,0,6.3,15.3,98.8,104.6,0.454,0.375,54.2,0,17.2,30.2,22,0.015,0.000,0.033,0.191
Pittsburgh,"10 Wilson, Damon G",f,29,1,6.3,13.5,62,115.2,0.317,0.258,38.7,38.7,0.7,7.9,4.1,0.088,0.003,0.006,0.233
Pittsburgh,"11 Jones, Chris G-F",f,32,31,32.1,13.1,103.6,113.4,0.565,0.509,59,24.8,2.3,8.4,5,0.129,0.011,0.009,0.207
Pittsburgh,"12 Seelye, Ryan F",f,2,0,2,13.1,-,120,1,1,0,0,0,0,0,0.000,0.000,0.000,0.000
Pittsburgh,"13 Kithcart, Justice G",f,29,2,13.3,10,77.9,113.9,0.35,0.348,47.8,45.7,1.6,4.6,2.9,0.156,0.014,0.011,0.244
North Carolina State,"1 Corchiani, Jr., Chris G",f,5,0,1.4,62,82.7,120.3,0.436,0.333,33.3,0,0,0,0,0.710,0.000,0.000,0.225
North Carolina State,"2 Thompson, Tucker F",f,5,0,1.4,34.9,-,113.9,0.6,0.6,0,0,16.7,15.2,14.6,0.000,0.000,0.000,0.000
North Carolina State,"3 Smith, Jr., Dennis G",f,32,32,34.8,27,110.8,108.7,0.571,0.52,47.6,36.4,2.7,11.5,6.7,0.342,0.031,0.012,0.175
North Carolina State,"4 Abu, Abdul-Malik F",f,32,31,28.5,21.3,106.5,110,0.567,0.529,34.3,1.4,9.1,17.9,12.5,0.072,0.008,0.030,0.161
North Carolina State,"5 Henderson, Terry G",f,32,32,30.9,20.6,114.9,113.9,0.602,0.557,37.3,64.6,2.6,8.3,5.1,0.094,0.013,0.018,0.122
North Carolina State,"6 Dorn, Torin G",f,32,18,24,19.4,108,111.9,0.581,0.553,34.2,28.9,4.4,16.5,9.8,0.065,0.010,0.005,0.141
North Carolina State,"7 Rowan, Maverick G-F",f,25,17,29.9,19.3,109.8,114,0.565,0.536,16.2,59.5,3.3,10.1,6.3,0.054,0.012,0.005,0.102
North Carolina State,"8 Yurtseven, Omer C",f,22,14,18.9,18.6,98.9,110.5,0.5,0.461,27.6,2.6,8.4,16.9,11.8,0.111,0.005,0.038,0.177
North Carolina State,"9 Kirk, Shaun G-F",f,14,0,4.6,18.5,103.3,109.7,0.687,0.656,31.3,62.5,1.8,20,10.4,0.057,0.009,0.015,0.248
North Carolina State,"10 Kapita, Ted F",f,26,3,12.6,16.6,111.8,110.7,0.655,0.608,37.8,0,10.3,19.1,13.7,0.050,0.003,0.024,0.225
North Carolina State,"11 Brickhouse, Chris F",f,6,0,1.5,16.3,-,105.6,0,0,0,0,38.9,23.7,28.3,0.161,0.000,0.109,0.667
North Carolina State,"12 Johnson, Markell G",f,30,3,20.4,13.2,95,112.4,0.446,0.426,21.3,39.3,2.9,5.9,4.1,0.182,0.024,0.016,0.193
North Carolina State,"13 Anya, Beejay F",f,27,10,12.9,12.7,96.8,108.4,0.529,0.538,82.7,0,6.7,14.7,10,0.052,0.005,0.093,0.211
North Carolina State,"14 Hicks, Darius F",f,21,0,6.3,8.3,69.9,114.7,0.258,0.25,212.5,12.5,8,12.1,9.3,0.079,0.000,0.022,0.311
Boston College,"1 Gehan, Gordon G-F",f,3,0,1,32.9,-,117.7,0,0,0,50,0,0,0,0.000,0.000,0.000,0.000
Boston College,"2 Robinson, Jerome G",f,32,32,34,30.6,97.8,107.4,0.52,0.477,32.2,32.2,2.1,11.2,6,0.214,0.028,0.012,0.151
Boston College,"3 Sagay, Mike F",f,15,0,4.5,29.7,76.2,107.4,0.449,0.448,34.5,24.1,5,19.3,11.1,0.000,0.017,0.016,0.173
Boston College,"4 Popovic, Nik F",f,29,1,13.8,25.1,94.6,109.1,0.511,0.503,20,10.6,9,20.2,13.4,0.070,0.004,0.024,0.147
Boston College,"5 Bowman, Ky G",f,32,29,28.8,24.9,105.5,107.6,0.615,0.588,32,42.5,3.1,16.6,8.9,0.206,0.022,0.005,0.201
Boston College,"6 Meznieks, Ervins F",f,9,0,4.6,18,-,106.4,0.4,0.4,0,80,2.7,11.5,6.5,0.083,0.027,0.026,0.333
Boston College,"7 Jeffers, Mo F",f,32,31,20.3,16.5,94.5,107.4,0.511,0.493,35.3,0,10.7,21.1,14.6,0.045,0.010,0.028,0.206
Boston College,"8 Chatman, Jordan G",f,32,7,24.8,16.4,109.6,111.4,0.6,0.558,22.1,66.8,1.7,8.4,4.6,0.078,0.014,0.009,0.136
Boston College,"9 Tava, Connar F",f,32,27,25.3,14.7,95.6,108,0.552,0.5,58.8,22.8,6.4,18.6,11.4,0.143,0.015,0.013,0.290
Boston College,"10 Reyes, Johncarlos F-C",f,21,0,6.4,14.5,93.2,103.4,0.525,0.536,35.7,0,4.2,16.7,9.5,0.055,0.017,0.088,0.178
Boston College,"11 Turner, A.J. F",f,32,28,30.8,14,112.3,111.9,0.547,0.531,17.5,57.2,2.3,10.1,5.6,0.174,0.011,0.008,0.118
Boston College,"12 Owens, Garland F",f,28,2,10.5,12.1,98.3,109.8,0.481,0.46,28,34,7.6,17.6,11.5,0.133,0.006,0.022,0.222
Boston College,"13 DiLuccio, Matt G",f,1,0,1,0,-,117.7,-,-47.4,-,-,0,0,0,0.000,0.000,0.000,-
Boston College,"13 Ghebremichael, Aser F",f,2,0,1,0,-,101.4,-,-,-,-,0,58.8,26.5,0.000,0.000,0.000,-
Kentucky,"1 David, Jonny G",f,7,0,1.6,28.6,67,107.8,0.665,0.75,200,50,0,0,0,0.000,0.000,0.000,0.444
Kentucky,"2 Fox, De'Aaron G",f,36,34,29.6,27.4,112.2,96.5,0.556,0.498,47.4,15.4,2.1,12.2,6.6,0.286,0.027,0.007,0.139
Kentucky,"3 Monk, Malik G",f,38,37,32.1,27.2,116.1,100.4,0.592,0.543,32.3,47,1.1,7.2,3.8,0.133,0.016,0.015,0.107
Kentucky,"4 Briscoe, Isaiah G",f,36,36,30.4,21.3,106.3,98.6,0.53,0.494,42.7,17,5.3,13.7,8.8,0.232,0.015,0.006,0.178
Kentucky,"5 Killeya-Jones, Sacha F",f,15,0,6.4,20.6,105.5,91.8,0.562,0.586,51.7,0,13.6,21,15.9,0.037,0.006,0.103,0.164
Kentucky,"6 Mulder, Mychal G",f,32,2,10.6,20,116.4,99.8,0.56,0.539,10.1,74.4,5.1,10,7,0.060,0.013,0.018,0.075
Kentucky,"7 Adebayo, Edrice F",f,38,38,30.1,18.3,122.9,95.4,0.637,0.599,83.1,0,11.2,17.2,13.1,0.047,0.012,0.049,0.142
Kentucky,"8 Calipari, Brad G",f,15,0,3,17.8,60,104.5,0.263,0.231,38.5,92.3,2.4,4.7,3.3,0.032,0.000,0.022,0.116
Kentucky,"9 Humphries, Isaac F",f,38,1,8.3,17,113.8,93.7,0.53,0.511,28.4,0,17.6,18.5,16.6,0.048,0.014,0.057,0.139
Kentucky,"10 Gabriel, Wenyen F",f,38,23,17.8,13.8,108.2,95.1,0.505,0.473,37.2,42.6,9.8,19.3,13.4,0.059,0.009,0.050,0.144
Kentucky,"11 Willis, Derek F",f,38,15,21.8,13.8,121.6,93.2,0.609,0.598,15.6,63.4,5.2,21.1,12.2,0.066,0.016,0.047,0.110
Kentucky,"12 Pulliam, Dillon G",f,6,0,1.3,11.6,-,102.8,0,0,0,0,0,13.2,6.2,0.168,0.000,0.000,0.500
Kentucky,"13 Hawkins, Dominique G",f,38,4,19.2,11.5,122.6,100.3,0.548,0.482,38.1,46,3.4,5.7,4.2,0.131,0.022,0.000,0.100
Kentucky,"14 Wynyard, Tai F",f,15,0,3.6,8,129,95.5,0.751,0.833,50,0,10.1,15.7,11.9,0.028,0.010,0.055,0.215
Florida,"1 Barry, Canyon G",f,35,1,21.3,24.9,118.5,98.5,0.578,0.495,44.3,43.3,4.4,10.3,6.7,0.060,0.014,0.018,0.082
Florida,"2 Allen, KeVaughn G",f,36,36,28.6,22.9,116.5,97.2,0.588,0.539,26.8,54.9,0.9,8.5,4.3,0.105,0.025,0.010,0.097
Florida,"3 Hill, Kasey G",f,36,36,28.9,22.8,91.8,95.2,0.472,0.42,42.8,14.1,1.6,9.4,5.1,0.290,0.033,0.005,0.229
Florida,"4 Egbunu, John C",f,24,19,22.3,20.2,100.6,92.3,0.535,0.496,80,0.8,12.4,20.7,15.1,0.025,0.009,0.069,0.193
Florida,"5 Robinson, Devin F",f,36,35,26.4,19.9,117.1,93.1,0.582,0.547,33.8,36.8,7.3,18.5,11.8,0.048,0.019,0.031,0.102
Florida,"6 Chiozza, Chris G",f,36,0,22.2,18.2,111.2,92.9,0.546,0.485,39.6,47.5,2.1,14.6,7.6,0.307,0.035,0.000,0.191
Florida,"7 Gak, Gorjok F-C",f,15,0,5.3,17.6,91.2,95.7,0.537,0.647,58.8,0,15.4,16.8,14.7,0.000,0.007,0.038,0.246
Florida,"8 Stone, Keith F",f,34,0,12.1,17,104,97.1,0.523,0.495,29.8,44.2,7.9,12.3,9.2,0.080,0.016,0.017,0.164
Florida,"9 Leon, Justin F",f,36,36,22.3,16,116.4,98,0.576,0.547,20.2,57.7,6.8,13.3,9.2,0.039,0.012,0.006,0.108
Florida,"10 Hayes, Kevarrius F-C",f,36,16,18.3,14.9,126.7,90.3,0.647,0.606,79.5,0,11.7,15.4,12.4,0.020,0.022,0.093,0.136
Florida,"11 Rimmer, Schuyler C",f,21,1,5.3,13.7,103.1,98.9,0.505,0.45,65,5,9.1,10.1,8.8,0.031,0.005,0.037,0.163
Florida,"12 Hester, Eric G",f,20,0,5.6,12.3,155.4,96,0.868,0.891,17.4,82.6,1,9,4.6,0.103,0.031,0.000,0.108
Arkansas,"1 Holmes, Jonathan G",f,6,0,1.2,34.7,-,109.3,0.2,0.2,0,80,0,15.1,7.2,0.000,0.000,0.000,0.000
Arkansas,"2 Barford, Jaylen G",f,36,30,25.4,27.4,101.7,105.1,0.516,0.475,27.5,27.5,4.9,11.2,7.5,0.157,0.027,0.007,0.138
Arkansas,"3 Hannahs, Dusty G",f,36,23,24.8,27,113.4,112.2,0.595,0.535,31.1,49.9,2.6,5,3.5,0.096,0.010,0.005,0.121
Arkansas,"4 Macon, Daryl G",f,36,21,25.2,23.8,120.1,107,0.635,0.558,50.5,54,2.4,8.8,5.3,0.164,0.026,0.002,0.146
Arkansas,"5 Kingsley, Moses F",f,36,36,27.7,22.6,108.4,99.4,0.55,0.478,53,5,9.1,21,14,0.090,0.013,0.098,0.151
Arkansas,"6 Beard, Anton G",f,36,11,21,18.2,110,107.3,0.528,0.479,35.2,42.3,4.4,6.4,5,0.160,0.029,0.001,0.131
Arkansas,"7 Jones, C.J. G",f,21,0,6,16.6,124.9,108.8,0.653,0.639,19.4,66.7,0,10.9,5.2,0.085,0.005,0.042,0.093
Arkansas,"8 Thomas, Dustin F",f,36,27,18,16.1,106.6,104.1,0.534,0.49,47.3,3.4,8,14.8,10.6,0.101,0.020,0.016,0.168
Arkansas,"9 Cook, Arlando F",f,36,7,11.3,15.4,96.2,105,0.484,0.438,41.6,0,8.2,14.1,10.3,0.050,0.014,0.036,0.179
Arkansas,"10 Bailey, Adrio F",f,27,2,7.4,14.2,98.2,100.6,0.528,0.564,48.7,0,7.5,11.6,8.8,0.060,0.040,0.037,0.188
Arkansas,"11 Hazen, Brachen F",f,14,0,3,13.6,45.8,104.4,0.193,0.167,66.7,33.3,5.5,25.2,14.4,0.071,0.000,0.000,0.340
Arkansas,"12 Watkins, Manuale G",f,36,23,22.3,12,127.4,103,0.606,0.603,18.2,17,5.3,14,9,0.143,0.032,0.001,0.101
Arkansas,"13 Thompson, Trey F",f,36,0,14,8.7,124.7,99.5,0.642,0.618,52.7,1.8,6.8,18.3,11.7,0.178,0.025,0.061,0.245
South Carolina,"1 Thornwell, Sindarius G",f,31,31,34.3,28.9,120.6,88.8,0.6,0.51,59,33.7,8,15.9,10.7,0.188,0.036,0.033,0.121
South Carolina,"2 Dozier, PJ G",f,36,36,29,28.2,97.5,90.5,0.476,0.452,27.5,30.1,4.1,15.1,8.6,0.225,0.034,0.011,0.129
South Carolina,"3 Silva, Chris F",f,37,37,21,24,110.6,88.3,0.606,0.524,76.8,0.4,11.9,21.3,15,0.037,0.017,0.077,0.181
South Carolina,"4 Felder, Rakym G",f,36,1,14.6,21.5,98.6,94.9,0.557,0.52,44.1,53.3,1.5,10.3,5.2,0.181,0.023,0.009,0.213
South Carolina,"5 Schmitt, Christian G",f,5,0,1.4,20.9,-,104.7,0,0,0,100,0,0,0,0.000,0.000,0.000,0.667
South Carolina,"6 Hinson, Evan F",f,8,0,2.6,20.7,125,85.2,0.507,0.438,25,62.5,10.5,16.8,12.3,0.101,0.056,0.000,0.000
South Carolina,"7 Notice, Duane G",f,37,37,33,16.2,108.8,98.4,0.534,0.503,30.5,65,2.8,6.1,4,0.139,0.018,0.007,0.128
South Carolina,"8 Gravett, Hassani G",f,35,3,16.6,15.4,81.3,98.2,0.385,0.35,23.3,51.9,3,8.3,5.1,0.154,0.014,0.002,0.201
South Carolina,"9 Kotsar, Maik F",f,37,33,24.2,14.5,96.6,94.2,0.486,0.49,26.8,0,8.9,13.7,10.2,0.058,0.018,0.018,0.166
South Carolina,"10 McKie, Justin G",f,37,7,16.9,14.2,105.2,96.1,0.489,0.473,16.1,49,4,9.9,6.3,0.141,0.020,0.006,0.121
South Carolina,"11 Blanton, TeMarcus G",f,21,0,5.9,14,93.1,93,0.474,0.462,30.8,46.2,7.1,13.3,9.2,0.030,0.028,0.000,0.169
South Carolina,"12 Tut, Ran F",f,12,0,5.1,12.8,-,87.1,0.4,0.4,0,6.7,7.2,21.2,12.7,0.064,0.029,0.058,0.063
South Carolina,"13 Keita, Sedee F",f,29,0,9.6,11.7,67.5,92.5,0.308,0.273,40.9,2.3,7.9,16,10.8,0.019,0.015,0.046,0.224
South Carolina,"14 Gueye, Khadim F",f,28,0,7.1,6.3,62.4,96.7,0.354,0.25,66.7,0,4.4,10.7,6.8,0.017,0.006,0.042,0.392
South Carolina,"15 Holliman, Jarrell F",f,15,0,5.9,6,99.3,100.4,0.45,0.375,25,0,4.9,7.9,5.8,0.039,0.000,0.013,0.184
South Carolina,"16 Corchiani, Tommy G",f,5,0,2.2,4.4,-,99,-,-,-,-,0,10.7,4.7,0.000,0.000,0.000,1.000
South Carolina,"17 Holden, Kory G",f,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
South Carolina,"17 Ragin, John G",f,1,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Ole Miss,"1 Davis, Terence G",f,36,27,25.3,27.9,109.7,100.7,0.572,0.541,28.7,35.4,6,16,10,0.168,0.030,0.022,0.137
Ole Miss,"2 Burnett, Deandre G",f,33,27,30,27.6,108.2,108.8,0.558,0.449,55.8,49.6,1.6,5.8,3.4,0.214,0.019,0.007,0.162
Ole Miss,"3 Tyree, Breein G",f,34,23,19.1,23.9,88,107.7,0.478,0.432,32.5,38.2,1.5,8.9,4.7,0.200,0.019,0.000,0.214
Ole Miss,"4 Saiz, Sebastian F",f,36,36,33.3,21.9,111.8,99.4,0.565,0.496,55.7,18.9,10.9,25.1,16.4,0.063,0.017,0.035,0.143
Ole Miss,"5 Neal, Cullen G",f,36,12,23.6,18.5,114.9,110.5,0.605,0.541,36.9,63.9,1.3,6.3,3.5,0.181,0.011,0.001,0.164
Ole Miss,"6 Brooks, Rasheed G",f,33,12,22.3,16.9,95.7,106.9,0.477,0.45,10.9,58.3,3.2,9.1,5.6,0.136,0.020,0.009,0.166
Ole Miss,"7 Below, Lane G",f,4,0,1.5,15.7,-,115.4,0.5,0.5,0,0,0,0,0,0.000,0.000,0.000,0.000
Ole Miss,"8 Fitzpatrick-Dorsey, Donte G",f,22,2,6.6,14.6,88.6,106.6,0.48,0.37,44.4,18.5,7.3,10.1,7.9,0.110,0.019,0.008,0.287
Ole Miss,"9 Furmanavicius, Justas F",f,36,17,25,12.5,113.4,104.3,0.553,0.503,75.2,20.3,8.7,12.5,9.6,0.077,0.016,0.046,0.154
Ole Miss,"10 Morris, Nate F",f,7,0,5.1,10.4,-,104.3,0,0,0,0,6,14.6,9.4,0.000,0.000,0.092,0.375
Ole Miss,"11 Hymon, Marcanvis F",f,36,24,21.8,9.8,95.4,101.9,0.504,0.515,57.6,0,8.7,15.6,11,0.045,0.018,0.056,0.244
Ole Miss,"12 Silins, Karlis F",f,8,0,4.9,8.1,80.4,108.3,0.42,0.333,133.3,0,8.2,5.4,6.2,0.000,0.014,0.028,0.296
Alabama,"1 Davis, Ar'mond G",f,32,0,13.8,27.2,90.8,97.8,0.446,0.411,16.3,59.4,1.8,10.1,5.4,0.021,0.018,0.005,0.085
Alabama,"2 Austin, Brandon G",f,6,0,7.3,25.5,31,99.5,0.094,0.053,26.3,31.6,5.1,5.1,4.6,0.040,0.014,0.026,0.045
Alabama,"3 Key, Braxton F",f,34,30,29.8,24.7,95.7,95.6,0.524,0.483,47.7,30.2,6,15.3,9.7,0.189,0.012,0.023,0.214
Alabama,"4 Hale, Shannon F",f,21,1,11.7,24.1,83.9,96.9,0.456,0.368,57.9,53.9,2.7,11.3,6.4,0.050,0.012,0.028,0.187
Alabama,"5 Johnson Jr., Avery G",f,34,6,19.3,23.7,90.7,97.6,0.428,0.396,16.5,41.7,1.9,7.8,4.4,0.163,0.023,0.002,0.117
Alabama,"6 Schaffer, Lawson G",f,17,0,1.6,23.1,149.6,87.3,0.68,0.6,40,80,4,12,7.3,0.403,0.064,0.000,0.078
Alabama,"7 Ingram, Dazon G",f,34,34,27.5,20.6,109.2,95.4,0.609,0.566,68.7,21.6,4.2,14,8.3,0.263,0.019,0.010,0.223
Alabama,"8 King, Nick G-F",f,7,2,12.7,19.7,78,88.8,0.416,0.38,24,52,3.8,21.3,11.5,0.068,0.034,0.025,0.202
Alabama,"9 Collins, Corban G",f,32,14,21.8,18.5,102.5,99.3,0.497,0.465,30.2,64.8,1.5,7.8,4.2,0.139,0.015,0.000,0.117
Alabama,"10 Norris, Riley F",f,34,27,27.3,17.7,106.5,98,0.532,0.498,25.2,54.7,5,10.6,7.1,0.057,0.015,0.005,0.117
Alabama,"11 Taylor, Jimmie F",f,34,14,18.2,15.4,102.1,91.5,0.574,0.577,51.2,0,7.5,15.3,10.4,0.069,0.015,0.086,0.201
Alabama,"12 Hall, Donta F",f,34,20,19.7,13.9,122.5,89.6,0.663,0.658,62.5,0,11.1,20,14.1,0.057,0.016,0.081,0.168
Alabama,"13 Olaniyan, Bola F",f,33,22,16.1,13,98.8,89.3,0.545,0.513,52.6,0,18.9,25.8,20.3,0.048,0.026,0.002,0.315
Alabama,"14 Fuller, Landon F",f,3,0,1.7,0,-,106.4,-,-,-,-,0,0,0,0.000,0.000,0.000,-
Vanderbilt,"1 Fisher-Davis, Matthew G",f,34,22,27.9,26.2,106.8,103.7,0.572,0.521,33.7,63,1.4,11.5,6.2,0.087,0.013,0.009,0.112
Vanderbilt,"2 Kornet, Luke F",f,35,35,31.5,22.5,111.6,98.9,0.553,0.48,39.2,45.4,5.9,16.6,10.6,0.085,0.010,0.067,0.097
Vanderbilt,"3 Roberson, Jeff F",f,35,35,31.7,19.8,107.5,100.5,0.547,0.483,41.3,39.2,7.7,17.7,12,0.117,0.016,0.013,0.156
Vanderbilt,"4 Willis, Payton G",f,35,12,17.5,19.2,95.6,104.1,0.55,0.525,35.9,56.3,2.4,9.2,5.5,0.221,0.016,0.010,0.254
Vanderbilt,"5 Toye, Joe G-F",f,35,13,21.1,18.3,99.1,104.5,0.535,0.489,44.6,44.6,3.5,10.7,6.7,0.106,0.011,0.007,0.174
Vanderbilt,"6 Cressler, Nolan G",f,35,22,23.7,17.3,112.1,102.4,0.611,0.599,15.9,38.9,4.1,15.9,9.5,0.163,0.014,0.001,0.168
Vanderbilt,"7 LaChance, Riley G",f,35,35,31.1,17.1,119.6,104.8,0.654,0.607,31.6,58.3,0.8,11.1,5.7,0.265,0.012,0.001,0.192
Vanderbilt,"8 Baptiste, Djery C",f,35,1,7.9,15.7,89.8,99.5,0.555,0.521,41.7,0,11.1,16.2,12.7,0.007,0.009,0.053,0.297
Vanderbilt,"9 Brown, Clevon F",f,34,0,7.6,15,87.4,101.7,0.489,0.471,23.5,52.9,7.6,14.7,10.4,0.023,0.002,0.056,0.221
Vanderbilt,"10 McGloin, Phillip G",f,2,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Georgia,"1 Maten, Yante F",f,29,28,29,30.6,113.2,98.8,0.605,0.549,60.3,12.5,10.2,15.7,12.1,0.128,0.015,0.054,0.142
Georgia,"2 Crump, Tyree G",f,29,1,7.1,28.6,95.4,106.6,0.491,0.447,18.9,61.1,1.7,8.2,4.7,0.139,0.008,0.000,0.120
Georgia,"3 Frazier, J.J. G",f,34,34,34.6,28.5,110.1,100.3,0.549,0.462,43.1,36.9,1.2,10.5,5.7,0.269,0.031,0.004,0.121
Georgia,"4 O'Neill, Connor F",f,5,0,1.2,25.4,-,87.4,0,0,0,0,0,53,25.8,0.000,0.000,0.000,0.667
Georgia,"5 Young, Brandon G",f,8,1,1.1,22.5,-,107.2,0,0,0,25,0,11.8,5.7,0.000,0.000,0.000,0.000
Georgia,"6 Parker, Juwan G",f,32,31,26.8,21.9,94.4,101.6,0.469,0.397,32.5,18.4,4.9,16.8,10.3,0.137,0.013,0.002,0.146
Georgia,"7 Harris, Jordan G",f,30,12,16.5,18.3,88,103.7,0.577,0.538,34.9,46.2,1.7,7.5,4.4,0.176,0.019,0.013,0.314
Georgia,"8 Ogbeide, Derek F",f,34,33,23.2,16.1,109.1,96.3,0.58,0.567,37.1,0,11.8,24.3,17,0.055,0.009,0.053,0.172
Georgia,"9 Diatta, Pape F",f,33,1,10.8,15.3,91.6,102.4,0.526,0.464,44.9,39.1,3,15.7,9,0.095,0.008,0.012,0.232
Georgia,"10 Jackson II, William G",f,34,16,17.5,14.6,93.4,105.7,0.477,0.452,17.8,56.3,1.4,5.9,3.5,0.118,0.014,0.013,0.152
Georgia,"11 Edwards, Mike F",f,34,2,18.1,13.8,98.2,102.5,0.561,0.524,58.1,1,7.4,14.8,10.4,0.022,0.009,0.012,0.214
Georgia,"12 Wilridge, E'Torrion F",f,29,8,16.2,7.9,98.2,103.4,0.541,0.552,35.4,56.3,1.3,9.5,5.2,0.128,0.014,0.027,0.245
Georgia,"13 Geno, Kenny Paul F",f,28,2,9,7.6,128.8,103.4,0.57,0.547,28.1,59.4,2.8,12.6,7.4,0.107,0.009,0.013,0.053
Georgia,"14 Kessler, Houston F",f,29,1,6.3,6.4,77.8,102.7,0.322,0.278,27.8,27.8,5.2,13.3,8.8,0.000,0.013,0.000,0.129
Texas A&M,"1 French, Mark G",f,2,0,1.5,49.9,-,113.6,0,0,0,50,0,0,0,0.000,0.000,0.000,0.333
Texas A&M,"2 Davis, Tyler C",f,21,21,25,27.1,114.2,101,0.649,0.626,59.3,0.5,15.4,17.3,14.9,0.129,0.011,0.046,0.193
Texas A&M,"3 Hogg, DJ F",f,19,18,29.9,25.3,97.1,102.2,0.506,0.5,17.9,48.2,5.5,13.5,8.7,0.209,0.018,0.034,0.184
Texas A&M,"4 Williams, Robert F",f,21,8,22.8,23.6,111.2,95.7,0.588,0.573,36.6,4.9,13,20.3,15.3,0.121,0.014,0.113,0.159
Texas A&M,"5 Gilder, Admon G",f,21,20,32.8,21.2,110.1,101.4,0.571,0.531,32.5,43.5,3.5,9.4,6,0.235,0.036,0.011,0.182
Texas A&M,"6 Trocha-Morelos, Tonny C",f,21,17,25.1,18.2,105.9,102.2,0.485,0.45,27.2,39.1,8.1,14.1,10.2,0.131,0.017,0.031,0.124
Texas A&M,"7 Miller, Tavario F",f,21,1,11.9,17.3,101.3,104.1,0.503,0.492,55.9,0,12,16,12.8,0.044,0.007,0.013,0.150
Texas A&M,"8 Eubanks, Kobie G",f,11,0,5.7,16.9,45.1,112.2,0.173,0.188,18.8,81.3,5.5,3.4,4,0.052,0.000,0.017,0.188
Texas A&M,"9 Vila, Eric F",f,16,0,11.6,16.1,79.8,100.2,0.36,0.31,35.7,45.2,1.9,15.7,8.2,0.144,0.029,0.000,0.185
Texas A&M,"10 Hampton, JC G",f,21,12,22.3,13.7,117.9,108,0.626,0.575,34.4,67.7,0.7,7.6,3.9,0.144,0.013,0.000,0.170
Texas A&M,"11 Smith, Caleb G",f,12,0,8.2,13.3,105.3,104.5,0.496,0.476,23.8,33.3,1.2,12.1,6.2,0.125,0.018,0.000,0.115
Texas A&M,"12 Collins, Chris G",f,18,8,16,10.3,85.2,108.3,0.472,0.459,13.5,75.7,0.8,7.5,3.9,0.175,0.010,0.004,0.338
Texas A&M,"13 Carlton, Chase G",f,7,0,7.6,6.1,69.8,107.5,0.291,0.333,33.3,33.3,0,8.1,3.8,0.176,0.011,0.000,0.466
Texas A&M,"14 Byers, Frank G",f,2,0,1,0,-,87.7,-,-,-,-,0,53.9,25.4,0.000,0.000,0.000,-
Texas A&M,"14 Nugent, Kyle G",f,2,0,1,0,-,115.1,-,-,-,-,0,0,0,0.000,0.000,0.000,-
Tennessee,"1 Woodson, Brad G",f,4,0,2.8,34.5,105.9,96.9,0.444,0.357,28.6,57.1,0,0,0,0.205,0.052,0.096,0.000
Tennessee,"2 Campbell, Lucas G",f,3,0,1.7,25.4,-,113.5,0.758,-,-,-,0,0,0,0.000,0.000,0.000,0.000
Tennessee,"3 Mostella, Detrick G",f,15,1,21.5,25.2,101.5,102.5,0.536,0.504,28.2,53.4,2.6,17.3,9,0.121,0.011,0.020,0.130
Tennessee,"4 Williams, Grant F",f,32,29,25.4,24.1,111.9,99.5,0.582,0.527,72.1,12.2,12.2,12.8,11.5,0.096,0.018,0.079,0.152
Tennessee,"5 Bone, Jordan G",f,23,17,19.6,22.8,95.3,106.5,0.458,0.415,23.8,28,1.4,8,4.3,0.300,0.015,0.000,0.150
Tennessee,"6 Turner, Lamonte G",f,32,6,20.7,22.4,100.3,104,0.518,0.451,42.5,58.4,1.6,11.7,6,0.254,0.016,0.010,0.178
Tennessee,"7 Hubbs III, Robert G",f,32,32,31.6,21.9,107.2,105.2,0.529,0.473,30.5,7.1,4.2,11.6,7.2,0.115,0.013,0.007,0.102
Tennessee,"8 Schofield, Admiral F",f,28,1,19,21.1,108.1,101.9,0.57,0.515,39.5,31.4,5.2,20.1,11.5,0.082,0.010,0.010,0.137
